	Date	Team	Team_ID	Conf	Conf_ID	G	MP	FG	FGA	FG%	2P	2PA	2P%	3P	3PA	3P%	FT	FTA	FT%	ORB	DRB	TRB	AST	STL	BLK	TOV	PF	PTS	PTS/G	WL	WLC	Team.1	Team_ID.1	Conf.1	Conf_ID.1	G.1	MP.1	FG.1	FGA.1	FG%.1	2P.1	2PA.1	2P%.1	3P.1	3PA.1	3P%.1	FT.1	FTA.1	FT%.1	ORB.1	DRB.1	TRB.1	AST.1	STL.1	BLK.1	TOV.1	PF.1	PTS.1	PTS/G.1	WL.1	WLC.1	Score	Score.1
154	2017	michigan	1018	big-ten	2	38.0	7675.0	1002	2076	.483	641	1139	.563	361	937	.385	486	624	.779	280	831	1111	527	220	108	348	571	2851	75.0	.684	.556	minnesota	1019	big-ten	2	34.0	6950.0	887	2037	.435	678	1427	.475	209	610	.343	573	806	.711	378	963	1341	507	194	227	393	577	2556	75.2	.706	.611	84	77
155	2017	northwestern	1020	big-ten	2	36.0	7200.0	913	2094	.436	657	1347	.488	256	747	.343	476	637	.747	386	918	1304	540	190	175	383	691	2558	71.1	.667	.556	wisconsin	1010	big-ten	2	37.0	7500.0	971	2135	.455	688	1347	.511	283	788	.359	453	703	.644	460	917	1377	504	250	130	411	602	2678	72.4	.730	.667	48	76
156	2017	michigan	1018	big-ten	2	38.0	7675.0	1002	2076	.483	641	1139	.563	361	937	.385	486	624	.779	280	831	1111	527	220	108	348	571	2851	75.0	.684	.556	wisconsin	1010	big-ten	2	37.0	7500.0	971	2135	.455	688	1347	.511	283	788	.359	453	703	.644	460	917	1377	504	250	130	411	602	2678	72.4	.730	.667	71	56
157	2017	north-carolina-state	1030	acc	3	32.0	6450.0	888	1898	.468	662	1263	.524	226	635	.356	481	687	.700	329	832	1161	457	162	140	428	582	2483	77.6	.469	.222	clemson	1033	acc	3	33.0	6625.0	871	1939	.449	632	1270	.498	239	669	.357	487	666	.731	365	759	1124	414	235	130	354	501	2468	74.8	.515	.333	61	75
158	2017	pittsburgh	1032	acc	3	33.0	6700.0	807	1825	.442	544	1097	.496	263	728	.361	527	719	.733	313	845	1158	473	127	112	396	548	2404	72.8	.485	.222	georgia-tech	1037	acc	3	37.0	7425.0	910	2079	.438	739	1563	.473	171	516	.331	505	740	.682	356	974	1330	570	245	221	494	592	2496	67.5	.568	.444	61	59
159	2017	boston-college	1036	acc	3	32.0	6400.0	843	1880	.448	587	1195	.491	256	685	.374	378	556	.680	292	827	1119	473	179	87	467	597	2320	72.5	.281	.111	wake-forest	1035	acc	3	33.0	6600.0	923	1955	.472	655	1258	.521	268	697	.385	619	795	.779	349	850	1199	512	183	121	389	668	2733	82.8	.576	.500	78	92
160	2017	clemson	1033	acc	3	33.0	6625.0	871	1939	.449	632	1270	.498	239	669	.357	487	666	.731	365	759	1124	414	235	130	354	501	2468	74.8	.515	.333	duke	1025	acc	3	37.0	7400.0	1019	2144	.475	708	1322	.536	311	822	.378	642	842	.762	390	951	1341	484	226	172	421	675	2991	80.8	.757	.611	72	79
161	2017	miami-fl	1029	acc	3	33.0	6625.0	813	1800	.452	604	1213	.498	209	587	.356	443	617	.718	363	813	1176	389	213	125	417	513	2278	69.0	.636	.556	syracuse	1031	acc	3	34.0	6850.0	894	1950	.458	594	1159	.513	300	791	.379	506	685	.739	363	820	1183	532	275	159	418	542	2594	76.3	.559	.556	62	57
162	2017	pittsburgh	1032	acc	3	33.0	6700.0	807	1825	.442	544	1097	.496	263	728	.361	527	719	.733	313	845	1158	473	127	112	396	548	2404	72.8	.485	.222	virginia	1024	acc	3	34.0	6900.0	839	1823	.460	607	1221	.497	232	602	.385	336	474	.709	297	822	1119	473	190	138	324	556	2246	66.1	.676	.611	63	75
163	2017	wake-forest	1035	acc	3	33.0	6600.0	923	1955	.472	655	1258	.521	268	697	.385	619	795	.779	349	850	1199	512	183	121	389	668	2733	82.8	.576	.500	virginia-tech	1038	acc	3	33.0	6650.0	887	1813	.489	597	1093	.546	290	720	.403	546	741	.737	240	828	1068	497	131	91	398	543	2610	79.1	.667	.556	90	99
164	2017	virginia-tech	1038	acc	3	33.0	6650.0	887	1813	.489	597	1093	.546	290	720	.403	546	741	.737	240	828	1068	497	131	91	398	543	2610	79.1	.667	.556	florida-state	1034	acc	3	35.0	7000.0	1036	2146	.483	803	1475	.544	233	671	.347	568	824	.689	409	915	1324	511	259	180	415	684	2873	82.1	.743	.667	68	74
165	2017	duke	1025	acc	3	37.0	7400.0	1019	2144	.475	708	1322	.536	311	822	.378	642	842	.762	390	951	1341	484	226	172	421	675	2991	80.8	.757	.611	louisville	1027	acc	3	34.0	6850.0	952	2085	.457	714	1415	.505	238	670	.355	486	708	.686	457	886	1343	461	227	186	374	652	2628	77.3	.735	.667	81	77
166	2017	miami-fl	1029	acc	3	33.0	6625.0	813	1800	.452	604	1213	.498	209	587	.356	443	617	.718	363	813	1176	389	213	125	417	513	2278	69.0	.636	.556	north-carolina	1028	acc	3	40.0	8025.0	1226	2633	.466	943	1835	.514	283	798	.355	642	916	.701	630	1118	1748	722	283	139	473	711	3377	84.4	.825	.778	53	78
167	2017	virginia	1024	acc	3	34.0	6900.0	839	1823	.460	607	1221	.497	232	602	.385	336	474	.709	297	822	1119	473	190	138	324	556	2246	66.1	.676	.611	notre-dame	1026	acc	3	36.0	7225.0	980	2139	.458	646	1270	.509	334	869	.384	489	611	.800	334	878	1212	566	255	134	341	533	2783	77.3	.722	.667	58	71
168	2017	notre-dame	1026	acc	3	36.0	7225.0	980	2139	.458	646	1270	.509	334	869	.384	489	611	.800	334	878	1212	566	255	134	341	533	2783	77.3	.722	.667	florida-state	1034	acc	3	35.0	7000.0	1036	2146	.483	803	1475	.544	233	671	.347	568	824	.689	409	915	1324	511	259	180	415	684	2873	82.1	.743	.667	77	73
169	2017	duke	1025	acc	3	37.0	7400.0	1019	2144	.475	708	1322	.536	311	822	.378	642	842	.762	390	951	1341	484	226	172	421	675	2991	80.8	.757	.611	north-carolina	1028	acc	3	40.0	8025.0	1226	2633	.466	943	1835	.514	283	798	.355	642	916	.701	630	1118	1748	722	283	139	473	711	3377	84.4	.825	.778	93	83
170	2017	duke	1025	acc	3	37.0	7400.0	1019	2144	.475	708	1322	.536	311	822	.378	642	842	.762	390	951	1341	484	226	172	421	675	2991	80.8	.757	.611	notre-dame	1026	acc	3	36.0	7225.0	980	2139	.458	646	1270	.509	334	869	.384	489	611	.800	334	878	1212	566	255	134	341	533	2783	77.3	.722	.667	75	69
171	2017	missouri	1052	sec	4	32.0	6450.0	744	1893	.393	519	1154	.450	225	739	.304	500	732	.683	357	811	1168	386	200	68	384	647	2213	69.2	.250	.111	auburn	1051	sec	4	32.0	6450.0	861	1969	.437	572	1180	.485	289	789	.366	562	836	.672	369	802	1171	416	234	162	434	668	2573	80.4	.563	.389	86	83
172	2017	louisiana-state	1041	sec	4	31.0	6200.0	853	1893	.451	657	1309	.502	196	584	.336	417	599	.696	355	760	1115	397	186	110	451	593	2319	74.8	.323	.111	mississippi-state	1050	sec	4	32.0	6425.0	821	1849	.444	574	1138	.504	247	711	.347	431	627	.687	310	820	1130	386	239	131	433	638	2320	72.5	.500	.333	52	79
173	2017	mississippi-state	1050	sec	4	32.0	6425.0	821	1849	.444	574	1138	.504	247	711	.347	431	627	.687	310	820	1130	386	239	131	433	638	2320	72.5	.500	.333	alabama	1046	sec	4	34.0	6900.0	809	1909	.424	584	1199	.487	225	710	.317	487	746	.653	418	909	1327	390	200	141	474	664	2330	68.5	.559	.556	55	75
174	2017	tennessee	1048	sec	4	32.0	6425.0	803	1903	.422	614	1324	.464	189	579	.326	588	807	.729	388	818	1206	441	175	146	399	670	2383	74.5	.500	.444	georgia	1042	sec	4	34.0	6850.0	836	1903	.439	661	1365	.484	175	538	.325	588	777	.757	330	929	1259	429	182	126	444	632	2435	71.6	.559	.500	57	59
175	2017	missouri	1052	sec	4	32.0	6450.0	744	1893	.393	519	1154	.450	225	739	.304	500	732	.683	357	811	1168	386	200	68	384	647	2213	69.2	.250	.111	mississippi	1044	sec	4	36.0	7250.0	914	2162	.423	631	1347	.468	283	815	.347	696	926	.752	458	964	1422	465	243	149	516	702	2807	78.0	.611	.556	74	86
176	2017	texas-am	1043	sec	4	31.0	6200.0	804	1754	.458	615	1180	.521	189	574	.329	379	584	.649	401	792	1193	489	186	173	439	511	2176	70.2	.516	.444	vanderbilt	1045	sec	4	35.0	7025.0	815	1896	.430	469	975	.481	346	921	.376	513	660	.777	286	922	1208	450	147	133	430	581	2489	71.1	.543	.556	41	66
177	2017	mississippi	1044	sec	4	36.0	7250.0	914	2162	.423	631	1347	.468	283	815	.347	696	926	.752	458	964	1422	465	243	149	516	702	2807	78.0	.611	.556	arkansas	1040	sec	4	36.0	7200.0	997	2165	.461	764	1527	.500	233	638	.365	628	825	.761	401	897	1298	497	278	170	428	739	2855	79.3	.722	.667	72	73
178	2017	vanderbilt	1045	sec	4	35.0	7025.0	815	1896	.430	469	975	.481	346	921	.376	513	660	.777	286	922	1208	450	147	133	430	581	2489	71.1	.543	.556	florida	1047	sec	4	36.0	7275.0	953	2118	.450	675	1342	.503	278	776	.358	620	851	.729	416	915	1331	450	272	167	431	661	2804	77.9	.750	.778	72	62
179	2017	georgia	1042	sec	4	34.0	6850.0	836	1903	.439	661	1365	.484	175	538	.325	588	777	.757	330	929	1259	429	182	126	444	632	2435	71.6	.559	.500	kentucky	1039	sec	4	38.0	7625.0	1134	2396	.473	867	1639	.529	267	757	.353	690	980	.704	470	1042	1512	585	229	200	443	716	3225	84.9	.842	.889	60	71
180	2017	alabama	1046	sec	4	34.0	6900.0	809	1909	.424	584	1199	.487	225	710	.317	487	746	.653	418	909	1327	390	200	141	474	664	2330	68.5	.559	.556	south-carolina	1049	sec	4	37.0	7525.0	924	2197	.421	676	1464	.462	248	733	.338	611	874	.699	464	882	1346	468	288	142	480	751	2707	73.2	.703	.667	64	53
181	2017	vanderbilt	1045	sec	4	35.0	7025.0	815	1896	.430	469	975	.481	346	921	.376	513	660	.777	286	922	1208	450	147	133	430	581	2489	71.1	.543	.556	arkansas	1040	sec	4	36.0	7200.0	997	2165	.461	764	1527	.500	233	638	.365	628	825	.761	401	897	1298	497	278	170	428	739	2855	79.3	.722	.667	62	76
182	2017	alabama	1046	sec	4	34.0	6900.0	809	1909	.424	584	1199	.487	225	710	.317	487	746	.653	418	909	1327	390	200	141	474	664	2330	68.5	.559	.556	kentucky	1039	sec	4	38.0	7625.0	1134	2396	.473	867	1639	.529	267	757	.353	690	980	.704	470	1042	1512	585	229	200	443	716	3225	84.9	.842	.889	74	79
183	2017	arkansas	1040	sec	4	36.0	7200.0	997	2165	.461	764	1527	.500	233	638	.365	628	825	.761	401	897	1298	497	278	170	428	739	2855	79.3	.722	.667	kentucky	1039	sec	4	38.0	7625.0	1134	2396	.473	867	1639	.529	267	757	.353	690	980	.704	470	1042	1512	585	229	200	443	716	3225	84.9	.842	.889	65	82
184	2017	stanford	1057	pac-12	5	31.0	6225.0	772	1753	.440	615	1263	.487	157	490	.320	461	676	.682	316	751	1067	421	211	79	399	604	2162	69.7	.452	.333	arizona-state	1058	pac-12	5	33.0	6625.0	888	2047	.434	560	1151	.487	328	896	.366	489	653	.749	304	771	1075	430	194	106	344	556	2593	78.6	.455	.389	88	98
185	2017	washington-state	1062	pac-12	5	31.0	6225.0	801	1739	.461	592	1165	.508	209	574	.364	368	487	.756	199	794	993	453	130	85	389	502	2179	70.3	.419	.333	colorado	1061	pac-12	5	34.0	6850.0	888	1993	.446	638	1275	.500	250	718	.348	542	770	.704	403	873	1276	474	172	146	410	632	2568	75.5	.559	.444	63	73
186	2017	washington	1063	pac-12	5	31.0	6225.0	874	1949	.448	648	1310	.495	226	639	.354	394	602	.654	401	760	1161	408	187	171	425	628	2368	76.4	.290	.111	southern-california	1064	pac-12	5	36.0	7225.0	975	2139	.456	692	1357	.510	283	782	.362	583	787	.741	387	899	1286	550	252	190	398	571	2816	78.2	.722	.556	73	78
187	2017	oregon-state	1059	pac-12	5	32.0	6425.0	721	1686	.428	518	1100	.471	203	586	.346	376	569	.661	290	748	1038	380	177	118	491	611	2021	63.2	.156	.056	california	1060	pac-12	5	34.0	6900.0	807	1911	.422	581	1247	.466	226	664	.340	476	720	.661	394	929	1323	409	165	155	428	656	2316	68.1	.618	.556	62	67
188	2017	colorado	1061	pac-12	5	34.0	6850.0	888	1993	.446	638	1275	.500	250	718	.348	542	770	.704	403	873	1276	474	172	146	410	632	2568	75.5	.559	.444	arizona	1053	pac-12	5	37.0	7400.0	977	2048	.477	733	1423	.515	244	625	.390	635	830	.765	380	978	1358	501	201	119	413	625	2833	76.6	.865	.889	78	92
189	2017	arizona-state	1058	pac-12	5	33.0	6625.0	888	2047	.434	560	1151	.487	328	896	.366	489	653	.749	304	771	1075	430	194	106	344	556	2593	78.6	.455	.389	oregon	1055	pac-12	5	39.0	7825.0	1091	2270	.481	757	1390	.545	334	880	.380	560	787	.712	412	1019	1431	614	253	248	454	614	3076	78.9	.846	.889	57	80
190	2017	southern-california	1064	pac-12	5	36.0	7225.0	975	2139	.456	692	1357	.510	283	782	.362	583	787	.741	387	899	1286	550	252	190	398	571	2816	78.2	.722	.556	ucla	1056	pac-12	5	36.0	7200.0	1210	2320	.522	856	1448	.591	354	872	.406	459	622	.738	343	1043	1386	771	212	191	404	583	3233	89.8	.861	.833	74	76
191	2017	california	1060	pac-12	5	34.0	6900.0	807	1911	.422	581	1247	.466	226	664	.340	476	720	.661	394	929	1323	409	165	155	428	656	2316	68.1	.618	.556	utah	1054	pac-12	5	32.0	6450.0	936	1856	.504	721	1247	.578	215	609	.353	424	622	.682	321	896	1217	476	195	113	431	539	2511	78.5	.625	.611	78	75
192	2017	ucla	1056	pac-12	5	36.0	7200.0	1210	2320	.522	856	1448	.591	354	872	.406	459	622	.738	343	1043	1386	771	212	191	404	583	3233	89.8	.861	.833	arizona	1053	pac-12	5	37.0	7400.0	977	2048	.477	733	1423	.515	244	625	.390	635	830	.765	380	978	1358	501	201	119	413	625	2833	76.6	.865	.889	75	86
193	2017	california	1060	pac-12	5	34.0	6900.0	807	1911	.422	581	1247	.466	226	664	.340	476	720	.661	394	929	1323	409	165	155	428	656	2316	68.1	.618	.556	oregon	1055	pac-12	5	39.0	7825.0	1091	2270	.481	757	1390	.545	334	880	.380	560	787	.712	412	1019	1431	614	253	248	454	614	3076	78.9	.846	.889	65	73
194	2017	arizona	1053	pac-12	5	37.0	7400.0	977	2048	.477	733	1423	.515	244	625	.390	635	830	.765	380	978	1358	501	201	119	413	625	2833	76.6	.865	.889	oregon	1055	pac-12	5	39.0	7825.0	1091	2270	.481	757	1390	.545	334	880	.380	560	787	.712	412	1019	1431	614	253	248	454	614	3076	78.9	.846	.889	83	80
195	2017	oklahoma	1067	big-12	6	31.0	6325.0	788	1863	.423	596	1305	.457	192	558	.344	494	685	.721	361	812	1173	328	213	147	428	602	2262	73.0	.355	.278	texas-christian	1073	big-12	6	39.0	7850.0	1064	2284	.466	784	1494	.525	280	790	.354	506	738	.686	453	951	1404	661	256	175	504	676	2914	74.7	.615	.333	63	82
196	2017	texas	1070	big-12	6	33.0	6600.0	810	1846	.439	629	1227	.513	181	619	.292	414	637	.650	323	810	1133	376	190	149	443	588	2215	67.1	.333	.222	texas-tech	1074	big-12	6	32.0	6500.0	835	1776	.470	623	1199	.520	212	577	.367	464	633	.733	299	751	1050	427	169	98	354	562	2346	73.3	.563	.333	61	52
197	2017	kansas-state	1072	big-12	6	35.0	7025.0	869	1883	.461	622	1200	.518	247	683	.362	538	775	.694	330	802	1132	521	271	130	453	630	2523	72.1	.600	.444	baylor	1069	big-12	6	35.0	7000.0	921	1956	.471	691	1315	.525	230	641	.359	478	661	.723	451	878	1329	544	180	166	469	617	2550	72.9	.771	.667	70	64
198	2017	oklahoma-state	1071	big-12	6	33.0	6600.0	957	2050	.467	663	1318	.503	294	732	.402	620	786	.789	454	761	1215	486	252	99	432	730	2828	85.7	.606	.500	iowa-state	1066	big-12	6	35.0	7125.0	1031	2186	.472	687	1326	.518	344	860	.400	423	604	.700	318	901	1219	553	272	124	355	557	2829	80.8	.686	.667	83	92
199	2017	texas-christian	1073	big-12	6	39.0	7850.0	1064	2284	.466	784	1494	.525	280	790	.354	506	738	.686	453	951	1404	661	256	175	504	676	2914	74.7	.615	.333	kansas	1065	big-12	6	36.0	7275.0	1071	2193	.488	753	1406	.536	318	787	.404	535	789	.678	428	965	1393	584	250	162	456	639	2995	83.2	.861	.889	85	82
200	2017	texas	1070	big-12	6	33.0	6600.0	810	1846	.439	629	1227	.513	181	619	.292	414	637	.650	323	810	1133	376	190	149	443	588	2215	67.1	.333	.222	west-virginia	1068	big-12	6	37.0	7525.0	1059	2333	.454	784	1574	.498	275	759	.362	621	907	.685	534	853	1387	607	371	176	455	756	3014	81.5	.757	.667	53	63
201	2017	texas-christian	1073	big-12	6	39.0	7850.0	1064	2284	.466	784	1494	.525	280	790	.354	506	738	.686	453	951	1404	661	256	175	504	676	2914	74.7	.615	.333	iowa-state	1066	big-12	6	35.0	7125.0	1031	2186	.472	687	1326	.518	344	860	.400	423	604	.700	318	901	1219	553	272	124	355	557	2829	80.8	.686	.667	63	84
202	2017	kansas-state	1072	big-12	6	35.0	7025.0	869	1883	.461	622	1200	.518	247	683	.362	538	775	.694	330	802	1132	521	271	130	453	630	2523	72.1	.600	.444	west-virginia	1068	big-12	6	37.0	7525.0	1059	2333	.454	784	1574	.498	275	759	.362	621	907	.685	534	853	1387	607	371	176	455	756	3014	81.5	.757	.667	50	51
203	2017	iowa-state	1066	big-12	6	35.0	7125.0	1031	2186	.472	687	1326	.518	344	860	.400	423	604	.700	318	901	1219	553	272	124	355	557	2829	80.8	.686	.667	west-virginia	1068	big-12	6	37.0	7525.0	1059	2333	.454	784	1574	.498	275	759	.362	621	907	.685	534	853	1387	607	371	176	455	756	3014	81.5	.757	.667	80	74
204	2018	st-johns-ny	1004	big-east	1	33.0	6725.0	867	1999	.434	635	1293	.491	232	706	.329	446	602	.741	288	822	1110	422	282	172	393	614	2412	73.1	.485	.222	georgetown	1002	big-east	1	30.0	6175.0	800	1763	.454	574	1145	.501	226	618	.366	524	676	.775	327	824	1151	522	164	110	458	531	2350	78.3	.500	.278	88	77
205	2018	depaul	1007	big-east	1	31.0	6225.0	819	1912	.428	625	1286	.486	194	626	.310	398	562	.708	383	777	1160	465	200	94	430	553	2230	71.9	.355	.222	marquette	1009	big-east	1	35.0	7075.0	989	2081	.475	604	1157	.522	385	924	.417	483	600	.805	315	799	1114	551	214	128	431	679	2846	81.3	.600	.500	69	72
206	2018	providence	1003	big-east	1	35.0	7125.0	899	2037	.441	676	1366	.495	223	671	.332	554	787	.704	369	878	1247	485	238	128	430	624	2575	73.6	.600	.556	creighton	1008	big-east	1	33.0	6650.0	1008	2050	.492	665	1127	.590	343	923	.372	397	531	.748	249	957	1206	588	187	88	371	501	2756	83.5	.636	.556	72	68
207	2018	butler	1001	big-east	1	35.0	7150.0	1020	2155	.473	733	1350	.543	287	805	.357	436	562	.776	324	874	1198	489	232	100	391	642	2763	78.9	.600	.500	seton-hall	1006	big-east	1	34.0	6850.0	971	2073	.468	721	1388	.519	250	685	.365	509	729	.698	416	886	1302	527	210	117	432	614	2701	79.4	.647	.556	75	74
208	2018	marquette	1009	big-east	1	35.0	7075.0	989	2081	.475	604	1157	.522	385	924	.417	483	600	.805	315	799	1114	551	214	128	431	679	2846	81.3	.600	.500	villanova	1000	big-east	1	40.0	8075.0	1220	2440	.500	756	1282	.590	464	1158	.401	559	718	.779	385	1051	1436	655	259	162	426	645	3463	86.6	.900	.778	70	94
209	2018	st-johns-ny	1004	big-east	1	33.0	6725.0	867	1999	.434	635	1293	.491	232	706	.329	446	602	.741	288	822	1110	422	282	172	393	614	2412	73.1	.485	.222	xavier	1005	big-east	1	35.0	7075.0	1011	2055	.492	737	1319	.559	274	736	.372	657	843	.779	345	997	1342	579	205	109	441	602	2953	84.4	.829	.833	60	88
210	2018	butler	1001	big-east	1	35.0	7150.0	1020	2155	.473	733	1350	.543	287	805	.357	436	562	.776	324	874	1198	489	232	100	391	642	2763	78.9	.600	.500	villanova	1000	big-east	1	40.0	8075.0	1220	2440	.500	756	1282	.590	464	1158	.401	559	718	.779	385	1051	1436	655	259	162	426	645	3463	86.6	.900	.778	68	87
211	2018	providence	1003	big-east	1	35.0	7125.0	899	2037	.441	676	1366	.495	223	671	.332	554	787	.704	369	878	1247	485	238	128	430	624	2575	73.6	.600	.556	xavier	1005	big-east	1	35.0	7075.0	1011	2055	.492	737	1319	.559	274	736	.372	657	843	.779	345	997	1342	579	205	109	441	602	2953	84.4	.829	.833	75	72
212	2018	providence	1003	big-east	1	35.0	7125.0	899	2037	.441	676	1366	.495	223	671	.332	554	787	.704	369	878	1247	485	238	128	430	624	2575	73.6	.600	.556	villanova	1000	big-east	1	40.0	8075.0	1220	2440	.500	756	1282	.590	464	1158	.401	559	718	.779	385	1051	1436	655	259	162	426	645	3463	86.6	.900	.778	66	76
213	2018	illinois	1017	big-ten	2	32.0	6475.0	856	1949	.439	620	1244	.498	236	705	.335	478	653	.732	398	655	1053	442	240	69	425	720	2426	75.8	.438	.222	iowa	1013	big-ten	2	33.0	6650.0	946	1975	.479	694	1303	.533	252	672	.375	486	699	.695	391	867	1258	602	172	134	441	548	2630	79.7	.424	.222	87	96
214	2018	rutgers	1023	big-ten	2	34.0	6875.0	830	2042	.406	685	1542	.444	145	500	.290	409	635	.644	447	869	1316	333	240	136	397	583	2216	65.2	.441	.167	minnesota	1019	big-ten	2	32.0	6475.0	850	1971	.431	632	1341	.471	218	630	.346	487	692	.704	371	850	1221	467	181	163	352	492	2405	75.2	.469	.222	65	54
215	2018	rutgers	1023	big-ten	2	34.0	6875.0	830	2042	.406	685	1542	.444	145	500	.290	409	635	.644	447	869	1316	333	240	136	397	583	2216	65.2	.441	.167	indiana	1016	big-ten	2	31.0	6275.0	806	1767	.456	612	1165	.525	194	602	.322	423	644	.657	345	754	1099	435	199	134	386	561	2229	71.9	.516	.500	76	69
216	2018	wisconsin	1010	big-ten	2	33.0	6625.0	793	1770	.448	577	1126	.512	216	644	.335	404	578	.699	299	711	1010	411	180	117	353	543	2206	66.8	.455	.389	maryland	1011	big-ten	2	32.0	6425.0	811	1696	.478	582	1079	.539	229	617	.371	487	645	.755	305	844	1149	452	138	137	438	512	2338	73.1	.594	.444	59	54
217	2018	iowa	1013	big-ten	2	33.0	6650.0	946	1975	.479	694	1303	.533	252	672	.375	486	699	.695	391	867	1258	602	172	134	441	548	2630	79.7	.424	.222	michigan	1018	big-ten	2	41.0	8275.0	1092	2335	.468	731	1324	.552	361	1011	.357	474	717	.661	345	1022	1367	585	261	126	379	643	3019	73.6	.805	.722	71	77
218	2018	northwestern	1020	big-ten	2	32.0	6450.0	773	1813	.426	518	1093	.474	255	720	.354	402	538	.747	320	739	1059	448	156	136	374	605	2203	68.8	.469	.333	penn-state	1022	big-ten	2	39.0	7850.0	1057	2291	.461	763	1532	.498	294	759	.387	507	722	.702	422	963	1385	541	282	193	463	685	2915	74.7	.667	.500	57	65
219	2018	wisconsin	1010	big-ten	2	33.0	6625.0	793	1770	.448	577	1126	.512	216	644	.335	404	578	.699	299	711	1010	411	180	117	353	543	2206	66.8	.455	.389	michigan-state	1012	big-ten	2	35.0	7025.0	991	1996	.496	701	1271	.552	290	725	.400	535	716	.747	405	1034	1439	670	143	251	459	640	2807	80.2	.857	.889	60	63
220	2018	michigan	1018	big-ten	2	41.0	8275.0	1092	2335	.468	731	1324	.552	361	1011	.357	474	717	.661	345	1022	1367	585	261	126	379	643	3019	73.6	.805	.722	nebraska	1021	big-ten	2	33.0	6625.0	820	1906	.430	588	1236	.476	232	670	.346	514	716	.718	356	835	1191	446	200	183	362	565	2386	72.3	.667	.722	77	58
221	2018	penn-state	1022	big-ten	2	39.0	7850.0	1057	2291	.461	763	1532	.498	294	759	.387	507	722	.702	422	963	1385	541	282	193	463	685	2915	74.7	.667	.500	ohio-state	1015	big-ten	2	34.0	6875.0	951	1980	.480	712	1302	.547	239	678	.353	450	616	.731	334	911	1245	499	209	132	399	595	2591	76.2	.735	.833	69	68
222	2018	rutgers	1023	big-ten	2	34.0	6875.0	830	2042	.406	685	1542	.444	145	500	.290	409	635	.644	447	869	1316	333	240	136	397	583	2216	65.2	.441	.167	purdue	1014	big-ten	2	37.0	7425.0	1033	2097	.493	680	1257	.541	353	840	.420	555	747	.743	319	976	1295	598	211	180	399	580	2974	80.4	.811	.833	75	82
223	2018	michigan	1018	big-ten	2	41.0	8275.0	1092	2335	.468	731	1324	.552	361	1011	.357	474	717	.661	345	1022	1367	585	261	126	379	643	3019	73.6	.805	.722	michigan-state	1012	big-ten	2	35.0	7025.0	991	1996	.496	701	1271	.552	290	725	.400	535	716	.747	405	1034	1439	670	143	251	459	640	2807	80.2	.857	.889	75	64
224	2018	penn-state	1022	big-ten	2	39.0	7850.0	1057	2291	.461	763	1532	.498	294	759	.387	507	722	.702	422	963	1385	541	282	193	463	685	2915	74.7	.667	.500	purdue	1014	big-ten	2	37.0	7425.0	1033	2097	.493	680	1257	.541	353	840	.420	555	747	.743	319	976	1295	598	211	180	399	580	2974	80.4	.811	.833	70	78
225	2018	michigan	1018	big-ten	2	41.0	8275.0	1092	2335	.468	731	1324	.552	361	1011	.357	474	717	.661	345	1022	1367	585	261	126	379	643	3019	73.6	.805	.722	purdue	1014	big-ten	2	37.0	7425.0	1033	2097	.493	680	1257	.541	353	840	.420	555	747	.743	319	976	1295	598	211	180	399	580	2974	80.4	.811	.833	75	66
226	2018	georgia-tech	1037	acc	3	32.0	6425.0	753	1770	.425	597	1280	.466	156	490	.318	439	616	.713	334	750	1084	409	221	171	411	533	2101	65.7	.406	.333	boston-college	1036	acc	3	35.0	7075.0	948	2105	.450	650	1274	.510	298	831	.359	479	646	.741	369	924	1293	492	175	110	441	570	2673	76.4	.543	.389	77	87
227	2018	pittsburgh	1032	acc	3	32.0	6450.0	678	1673	.405	420	878	.478	258	795	.325	371	534	.695	247	760	1007	398	138	112	443	553	1985	62.0	.250	.000	notre-dame	1026	acc	3	36.0	7275.0	945	2131	.443	645	1293	.499	300	838	.358	508	670	.758	384	940	1324	520	208	131	355	470	2698	74.9	.583	.444	64	67
228	2018	wake-forest	1035	acc	3	31.0	6200.0	801	1826	.439	560	1182	.474	241	644	.374	430	583	.738	337	771	1108	432	181	109	407	604	2273	73.3	.355	.222	syracuse	1031	acc	3	37.0	7500.0	832	1995	.417	624	1340	.466	208	655	.318	594	807	.736	442	933	1375	395	258	198	460	611	2466	66.6	.622	.444	64	73
229	2018	louisville	1027	acc	3	36.0	7300.0	969	2140	.453	689	1386	.497	280	754	.371	503	683	.736	358	959	1317	489	251	217	425	585	2721	75.6	.611	.500	florida-state	1034	acc	3	35.0	7100.0	994	2125	.468	721	1344	.536	273	781	.350	543	786	.691	398	924	1322	523	241	186	456	652	2806	80.2	.657	.500	82	74
230	2018	syracuse	1031	acc	3	37.0	7500.0	832	1995	.417	624	1340	.466	208	655	.318	594	807	.736	442	933	1375	395	258	198	460	611	2466	66.6	.622	.444	north-carolina	1028	acc	3	37.0	7425.0	1105	2417	.457	800	1568	.510	305	849	.359	503	677	.743	511	1059	1570	674	213	151	445	587	3018	81.6	.703	.611	59	78
231	2018	boston-college	1036	acc	3	35.0	7075.0	948	2105	.450	650	1274	.510	298	831	.359	479	646	.741	369	924	1293	492	175	110	441	570	2673	76.4	.543	.389	north-carolina-state	1030	acc	3	33.0	6625.0	965	2054	.470	702	1347	.521	263	707	.372	489	703	.696	401	775	1176	531	244	122	400	609	2682	81.3	.636	.611	91	87
